f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp,isDirty,errRule,errCol,pk
Arup,Port,M,504,892-9955,BELMONT,LA,71406,S,Y,70000,6.0,4500,0,1000,True,;Incorrect_Format,;rate,59353
Juho,O''Dunlaing,F,307,727-5927,LA BARGE,WY,83123,S,N,10000,0.0,0,0,0,True,;Incorrect_Format,;rate,197495
Manzur,Shebanow,F,630,941-2869,SPRINGFIELD,IL,62739,S,Y,85000,3.0,2000,0,2000,True,;Incorrect_Format,;rate,47174
Assia,Shankland,M,228,712-9260,GLENDORA,MS,38928,M,Y,85000,5.0,0,12000,1500,True,;Incorrect_Format,;rate,187375
Sekhar,Beigel,F,907,279-3684,MARSHALL,AK,99585,S,Y,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,80630
Reinout,Goto,M,971,594-7830,NESKOWIN,OR,97149,S,Y,95000,9.0,159,0,159,True,;Incorrect_Format,;rate,84050
Kamalakar,Volovik,F,770,111-6826,SMYRNA,GA,30082,M,Y,85000,6.0,0,5400,3000,True,;Incorrect_Format,;rate,130805
Lorin,Savaria,F,865,679-1722,MEMPHIS,TN,38130,M,Y,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,144253
Miloslav,Toledo,M,971,246-4127,TOLEDO,OR,97391,M,N,65000,9.0,0,318,0,True,;Incorrect_Format,;rate,18656
Dustin,Huuskonen,M,931,232-7861,MEMPHIS,TN,38161,M,N,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,52767
Xiaohui,Coombs,F,985,203-4500,GRETNA,LA,70054,M,N,50000,6.0,0,9000,0,True,;Incorrect_Format,;rate,63795
Irith,McCabe,F,256,145-3806,BIRMINGHAM,AL,35201,S,Y,55000,5.0,1500,0,300,True,;Incorrect_Format,;rate,180756
Amelie,Jungmann,F,605,245-4515,FAITH,SD,57626,S,Y,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,20863
Fredo,Mecking,M,251,352-8506,NEW MARKET,AL,35761,S,N,55000,5.0,1500,0,0,True,;Incorrect_Format,;rate,53126
Rutger,Sejnowski,F,360,832-6980,TONASKET,WA,98855,S,N,85000,0.0,0,0,0,True,;Incorrect_Format,;rate,68454
Lianwen,Butcher,F,202,611-9639,WASHINGTON,DC,20235,S,Y,55000,9.0,1370,0,1370,True,;Incorrect_Format,;rate,48694
ChingYen,Curthoys,M,202,759-1192,WASHINGTON,DC,20420,M,Y,65000,9.0,0,2740,1370,True,;Incorrect_Format,;rate,145957
Chenxi,Matzel,F,253,270-8217,TOUTLE,WA,98649,S,Y,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,174943
Kish,Berglas,M,803,453-3770,FOLLY BEACH,SC,29439,S,Y,65000,7.0,3300,0,3300,True,;Incorrect_Format,;rate,19822
Pierce,Maarek,F,251,687-9244,FLORENCE,AL,35633,M,N,30000,5.0,0,3000,0,True,;Incorrect_Format,;rate,114347
Svante,Lakshmanan,M,907,841-3575,SITKA,AK,99835,S,Y,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,50485
Anontonio,Galdes,F,907,632-3270,FALSE PASS,AK,99583,S,N,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,191477
Zixiang,Duclos,F,605,919-4440,WILLOW LAKE,SD,57278,S,N,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,43026
Francisco,Perelgut,M,479,773-4046,DYER,AR,72935,S,N,95000,7.0,20,0,0,True,;Incorrect_Format,;rate,125798
Soohong,Malabarba,M,660,668-1927,CLEVER,MO,65631,M,N,60000,6.0,0,4200,0,True,;Incorrect_Format,;rate,51665
Benrhard,Lapis,F,541,785-9348,ALBANY,OR,97322,S,Y,80000,9.0,159,0,159,True,;Incorrect_Format,;rate,162237
Latha,Eigner,M,706,369-4074,RISING FAWN,GA,30738,S,Y,35000,6.0,2700,0,3000,True,;Incorrect_Format,;rate,138052
Hirendu,Bozinovic,F,503,470-8683,PORTLAND,OR,97224,S,Y,10000,9.0,159,0,159,True,;Incorrect_Format,;rate,95238
Daigo,Gunderson,M,251,610-7612,RAINBOW CITY,AL,35906,S,N,40000,5.0,1500,0,0,True,;Incorrect_Format,;rate,63689
Alissa,Kawanobe,M,229,794-9629,ATHENS,GA,30603,S,Y,85000,6.0,2700,0,3000,True,;Incorrect_Format,;rate,156349
Sonne,Bentzien,F,504,185-7168,FLATWOODS,LA,71427,S,N,60000,6.0,4500,0,0,True,;Incorrect_Format,;rate,170874
Alois,Lebowitz,M,334,406-7363,FRANKVILLE,AL,36538,S,Y,75000,5.0,1500,0,300,True,;Incorrect_Format,;rate,57211
Wenju,Prodrodmidis,F,931,480-3936,CORDOVA,TN,38018,S,N,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,188731
Aamer,Jorgensen,F,702,282-4358,COYOTE SPRINGS,NV,89037,S,N,65000,0.0,0,0,0,True,;Incorrect_Format,;rate,2275
Janell,Zolda,F,314,424-4326,MARCELINE,MO,64658,S,Y,60000,6.0,2100,0,1200,True,;Incorrect_Format,;rate,73957
Mickey,Peot,M,435,862-1228,MODENA,UT,84753,M,Y,60000,7.0,0,4950,2475,True,;Incorrect_Format,;rate,14386
Sedat,Herberle,F,662,249-9077,PASCAGOULA,MS,39569,M,N,70000,5.0,0,12000,0,True,;Incorrect_Format,;rate,79487
Domiczi,Nederhof,M,409,385-9950,WHEELER,TX,79096,S,Y,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,95856
Shen,Umeyama,M,202,595-2882,WASHINGTON,DC,20017,M,N,85000,9.0,0,2740,0,True,;Incorrect_Format,;rate,72936
Padma,Kalsbeek,M,435,696-5449,SALEM,UT,84653,M,Y,85000,7.0,0,4950,2475,True,;Incorrect_Format,;rate,98317
Saurabh,Kodek,M,815,103-8290,GAYS,IL,61928,S,N,70000,3.0,2000,0,0,True,;Incorrect_Format,;rate,100489
Geber,Ponomarenko,F,660,128-4170,NEWTONIA,MO,64853,S,Y,95000,6.0,2100,0,1200,True,;Incorrect_Format,;rate,43882
Atif,Klosgen,M,504,648-7785,BATON ROUGE,LA,70804,S,Y,35000,6.0,4500,0,1000,True,;Incorrect_Format,;rate,40198
Baiju,Berrett,M,307,328-5451,GLENROCK,WY,82637,S,Y,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,167051
Simson,Zellmann,M,660,686-8581,SAINT LOUIS,MO,63178,M,N,85000,6.0,0,4200,0,True,;Incorrect_Format,;rate,116398
Phillip,Malavasi,M,605,466-3355,RALPH,SD,57650,M,N,15000,0.0,0,0,0,True,;Incorrect_Format,;rate,161546
Cenk,Marletta,F,478,410-8348,ATLANTA,GA,39901,M,Y,60000,6.0,0,5400,3000,True,;Incorrect_Format,;rate,75177
Eyeun,Lucic,F,775,566-2061,HENDERSON,NV,89053,S,Y,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,28802
Rongdong,Karush,F,605,277-7341,WOONSOCKET,SD,57385,M,N,65000,0.0,0,0,0,True,;Incorrect_Format,;rate,120567
Kip,Calisti,F,503,317-3852,CANYONVILLE,OR,97417,S,Y,95000,9.0,159,0,159,True,;Incorrect_Format,;rate,78007
Younggeun,Daughtrey,F,615,969-1402,DELLROSE,TN,38453,S,N,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,103558
Benard,Luttringhaus,F,202,177-9230,WASHINGTON,DC,20472,S,N,45000,9.0,1370,0,0,True,;Incorrect_Format,;rate,175939
Joylyn,Swen,M,318,669-2749,PONCHATOULA,LA,70454,M,N,45000,6.0,0,9000,0,True,;Incorrect_Format,;rate,48105
Neveenta,McAlister,F,954,572-4285,RIVERVIEW,FL,33578,S,N,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,108357
Periklis,Berqvist,F,503,945-2624,EUGENE,OR,97404,S,Y,45000,9.0,159,0,159,True,;Incorrect_Format,;rate,72684
Ric,Cherinka,M,307,171-5371,DUBOIS,WY,82513,M,N,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,57124
Kanwar,Goffin,F,660,127-8970,MARTINSBURG,MO,65264,M,N,40000,6.0,0,4200,0,True,;Incorrect_Format,;rate,80443
Elif,Yacobi,F,541,762-5428,BROGAN,OR,97903,M,Y,35000,9.0,0,318,159,True,;Incorrect_Format,;rate,7545
Yde,Jousselin,F,503,322-8668,VALE,OR,97918,S,N,10000,9.0,159,0,0,True,;Incorrect_Format,;rate,185668
Zeki,Goodenough,M,870,539-8602,CAMP,AR,72520,M,Y,55000,7.0,0,40,20,True,;Incorrect_Format,;rate,63819
Luiz,Federman,F,435,656-3682,TORREY,UT,84775,S,Y,10000,7.0,2475,0,2475,True,;Incorrect_Format,;rate,121243
Melven,Boujemaa,M,205,238-9811,MOBILE,AL,36604,M,N,85000,5.0,0,3000,0,True,;Incorrect_Format,;rate,95984
Shuuji,Iino,M,956,622-7786,FORT WORTH,TX,76124,M,Y,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,115974
Zarka,Kislenkov,M,307,379-4533,HUNTLEY,WY,82218,M,N,100000,0.0,0,0,0,True,;Incorrect_Format,;rate,63404
Xiohui,Virbel,F,205,720-8737,RUSSELLVILLE,AL,35654,M,N,40000,5.0,0,3000,0,True,;Incorrect_Format,;rate,117735
Leonor,Daum,F,512,224-2337,SHELBYVILLE,TX,75973,M,N,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,43477
Satoshi,Newberg,M,239,302-8266,WEST PALM BEACH,FL,33402,S,N,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,166330
Baltasar,Preis,F,435,492-9658,SALT LAKE CITY,UT,84127,M,Y,65000,7.0,0,4950,2475,True,;Incorrect_Format,;rate,145426
Marguerite,Berendt,M,334,791-3445,SELMA,AL,36703,S,N,80000,5.0,1500,0,0,True,;Incorrect_Format,;rate,197239
Lishin,Das,M,509,981-4140,GIG HARBOR,WA,98329,M,N,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,196092
Brigid,Boydens,F,770,311-4580,GILLSVILLE,GA,30543,S,Y,85000,6.0,2700,0,3000,True,;Incorrect_Format,;rate,46534
Subhas,Karasik,F,307,366-3634,JACKSON,WY,83001,M,Y,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,65830
Ghinwa,Kleiser,F,636,580-4777,CLEVELAND,MO,64734,S,N,10000,6.0,2100,0,0,True,;Incorrect_Format,;rate,191772
Ryszard,Stenstrom,F,205,960-9633,FRISCO CITY,AL,36445,S,Y,100000,5.0,1500,0,300,True,;Incorrect_Format,;rate,196642
Willemien,Ashworth,F,775,499-9753,PARADISE VALLEY,NV,89426,M,N,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,7349
Lambertus,Suppi,M,509,686-2965,LAMONA,WA,99144,M,Y,15000,0.0,0,0,0,True,;Incorrect_Format,;rate,186991
Yaw,Ivanova,F,801,439-1274,DUCK CREEK VILLAGE,UT,84762,S,Y,95000,7.0,2475,0,2475,True,;Incorrect_Format,;rate,117036
Kunikazu,Mandiau,M,307,804-7439,DIXON,WY,82323,M,Y,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,19410
Yuzhong,Kisielewicz,M,816,986-1741,EUREKA,MO,63025,S,Y,80000,6.0,2100,0,1200,True,;Incorrect_Format,;rate,4919
Maia,Prevel,M,816,493-6212,GOLDEN,MO,65658,S,N,20000,6.0,2100,0,0,True,;Incorrect_Format,;rate,196678
Abdulah,Azizoglu,F,504,801-8073,DARROW,LA,70725,M,Y,35000,6.0,0,9000,1000,True,;Incorrect_Format,;rate,52763
Sanjukta,Radecki,M,318,584-8481,EPPS,LA,71237,M,Y,100000,6.0,0,9000,1000,True,;Incorrect_Format,;rate,40807
Wlodzimierz,Cardiff,M,202,216-3173,WASHINGTON,DC,20007,S,Y,50000,9.0,1370,0,1370,True,;Incorrect_Format,;rate,102882
Genshiro,Meidanis,F,864,336-3918,ISLE OF PALMS,SC,29451,S,N,80000,7.0,3300,0,0,True,;Incorrect_Format,;rate,105561
Hengming,Wester,F,605,427-1124,WINFRED,SD,57076,M,N,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,140356
Rabindra,Tanniru,F,502,530-4686,BERRY,KY,41003,S,Y,95000,6.0,20,0,20,True,;Incorrect_Format,;rate,35786
Kamar,Dissmann,M,404,328-2222,DRY BRANCH,GA,31020,M,N,55000,6.0,0,5400,0,True,;Incorrect_Format,;rate,152947
Venkatram,Heidenreich,M,678,385-1729,CANTON,GA,30114,M,Y,75000,6.0,0,5400,3000,True,;Incorrect_Format,;rate,54315
Devabhaktuni,Stafford,M,815,341-9154,NATIONAL STOCK YARDS,IL,62071,S,Y,30000,3.0,2000,0,2000,True,;Incorrect_Format,;rate,137174
Bette,Piltz,M,843,663-5221,MC CORMICK,SC,29835,M,N,85000,7.0,0,6600,0,True,;Incorrect_Format,;rate,81522
Edie,Krackhardt,M,605,625-9379,IDEAL,SD,57541,S,Y,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,63457
Kireeti,Corey,M,253,663-3461,AUBURN,WA,98002,M,Y,10000,0.0,0,0,0,True,;Incorrect_Format,;rate,172844
Yvette,Cornelio,M,205,619-5709,WATERLOO,AL,35677,S,Y,55000,5.0,1500,0,300,True,;Incorrect_Format,;rate,142287
Sundaresan,Chuan,F,430,860-5774,AUSTIN,TX,78732,M,N,85000,0.0,0,0,0,True,;Incorrect_Format,;rate,150522
Nagabhushana,Madnick,M,214,300-6192,SPRING,TX,77387,S,N,10000,0.0,0,0,0,True,;Incorrect_Format,;rate,182955
Ikuyo,Mazene,F,907,951-8183,FAIRBANKS,AK,99710,S,Y,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,18468
Hirotaka,Coy,F,360,128-5515,AMANDA PARK,WA,98526,S,N,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,76858
Zheng,Garigliano,M,256,945-5818,HUNTSVILLE,AL,35809,M,Y,85000,5.0,0,3000,300,True,;Incorrect_Format,;rate,125957
Urban,Wesley,M,775,274-2013,LAS VEGAS,NV,89142,S,N,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,192093
Dammmian,Karloff,F,907,948-4032,FAIRBANKS,AK,99707,S,Y,50000,0.0,0,0,0,True,;Incorrect_Format,;rate,55862
Ullrich,Lienert,F,337,279-5088,GIBSLAND,LA,71028,M,N,85000,6.0,0,9000,0,True,;Incorrect_Format,;rate,7194
Madeline,Cools,F,435,160-4853,GARLAND,UT,84312,M,Y,60000,7.0,0,4950,2475,True,;Incorrect_Format,;rate,140443
Pinio,Give''on,F,615,786-9023,WARTRACE,TN,37183,S,N,85000,0.0,0,0,0,True,;Incorrect_Format,;rate,194427
Rachad,Estlin,F,864,679-6277,NORTH CHARLESTON,SC,29420,M,N,45000,7.0,0,6600,0,True,;Incorrect_Format,;rate,72589
Kyungsook,Ebrahimi,M,605,415-4938,ROSEBUD,SD,57570,M,Y,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,194039
Vesa,Terzopoulos,F,206,854-7188,TEKOA,WA,99033,M,Y,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,83528
TakaHide,Taubenfeld,F,209,751-9784,SANTA BARBARA,CA,93111,S,Y,5000,1.0,87,0,272,True,;Incorrect_Format,;rate,106323
Leaf,Ullman,F,786,670-2793,FORT LAUDERDALE,FL,33311,M,N,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,196745
Tonny,Graeb,M,775,572-8913,HIKO,NV,89017,M,N,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,62927
Daniel,Wixon,M,907,485-7760,HUSLIA,AK,99746,S,Y,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,180788
Leyuan,Blau,F,304,221-8852,CHARLESTON,WV,25364,M,N,5000,3.0,0,4000,0,True,;Incorrect_Format,;rate,3960
Sathiamoorthy,Olander,M,228,103-2788,TUTWILER,MS,38963,M,Y,85000,5.0,0,12000,1500,True,;Incorrect_Format,;rate,100729
Reem,Luzi,M,573,214-4414,DOE RUN,MO,63637,M,N,55000,6.0,0,4200,0,True,;Incorrect_Format,;rate,170737
Leysia,Alfredsen,M,251,424-8927,HUNTSVILLE,AL,35809,M,Y,5000,5.0,0,3000,300,True,;Incorrect_Format,;rate,195462
Singaravel,Abdulazizoglu,M,360,196-3687,ROSALIA,WA,99170,M,N,15000,0.0,0,0,0,True,;Incorrect_Format,;rate,2726
Rajeev,Rabehasaina,F,615,283-1829,NASHVILLE,TN,37237,S,N,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,78137
Rajkumar,Murta,F,801,212-5247,OGDEN,UT,84201,M,N,60000,7.0,0,4950,0,True,;Incorrect_Format,;rate,104612
Yasufumi,Rips,F,912,990-2198,ARNOLDSVILLE,GA,30619,S,Y,10000,6.0,2700,0,3000,True,;Incorrect_Format,;rate,74634
Ashutosh,Borowsky,M,205,834-6590,SHELBY,AL,35143,M,Y,20000,5.0,0,3000,300,True,;Incorrect_Format,;rate,97955
Simonetta,Birjandi,F,605,785-3004,RAPID CITY,SD,57702,M,Y,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,4093
Farid,Kowarski,M,251,889-8513,AUBURN,AL,36830,M,N,25000,5.0,0,3000,0,True,;Incorrect_Format,;rate,81416
Patchrawat,O''Haver,F,352,426-1899,SAINT PETERSBURG,FL,33784,M,N,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,145806
Rajive,Sichman,M,334,265-8031,SHANNON,AL,35142,S,Y,40000,5.0,1500,0,300,True,;Incorrect_Format,;rate,43618
Ulrik,Karuno,M,423,655-9932,DUCK RIVER,TN,38454,M,Y,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,47398
Annalina,Buchter,M,706,888-9002,WHIGHAM,GA,39897,S,Y,50000,6.0,2700,0,3000,True,;Incorrect_Format,;rate,87323
Ayee,Schlichter,F,870,681-5976,HOPE,AR,71801,M,N,70000,7.0,0,40,0,True,;Incorrect_Format,;rate,72638
Chanjung,Chenoweth,M,702,542-8256,TONOPAH,NV,89049,M,Y,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,106082
Yusaku,Melkebeek,M,605,216-9120,PUKWANA,SD,57370,S,N,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,195675
Pavan,Yagiura,M,228,574-2234,JACKSON,MS,39250,S,N,70000,5.0,6000,0,0,True,;Incorrect_Format,;rate,78692
Gopalan,Oettinger,F,225,205-7637,BATON ROUGE,LA,70810,S,N,90000,6.0,4500,0,0,True,;Incorrect_Format,;rate,157057
Ludger,Coombs,M,662,450-6758,DECATUR,MS,39327,M,Y,30000,5.0,0,12000,1500,True,;Incorrect_Format,;rate,91217
Masumi,Hemaspaandra,M,931,600-2681,ESTILL SPRINGS,TN,37330,S,N,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,97798
Yigit,Kleiter,M,786,667-5248,CLEARWATER,FL,33764,S,Y,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,193330
Lech,Farreny,F,769,405-5433,OLIVE BRANCH,MS,38654,S,Y,5000,3.0,6000,0,1500,True,;Incorrect_Format,;rate,30353
Yuejiang,Olenski,F,843,990-7036,SCOTIA,SC,29939,M,Y,85000,7.0,0,6600,3300,True,;Incorrect_Format,;rate,193318
Elvira,Iscoe,F,646,358-5675,ODESSA,NY,14869,S,N,5000,4.0,0,0,0,True,;Incorrect_Format,;rate,184288
Djimitri,Rokusawa,M,731,276-3030,SAINT JOSEPH,TN,38481,M,Y,50000,0.0,0,0,0,True,;Incorrect_Format,;rate,28297
Goopeel,Holand,F,360,429-2570,ELMER CITY,WA,99124,M,N,85000,0.0,0,0,0,True,;Incorrect_Format,;rate,122034
Waldo,Kamp,F,360,328-8792,BELLINGHAM,WA,98225,M,N,15000,0.0,0,0,0,True,;Incorrect_Format,;rate,82778
Luitpold,Lupton,M,775,169-7460,SUN VALLEY,NV,89433,M,Y,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,108543
Justine,Tanniru,F,202,244-3645,WASHINGTON,DC,20060,S,Y,65000,9.0,1370,0,1370,True,;Incorrect_Format,;rate,166969
Hamid,Koperski,M,605,542-5854,DELL RAPIDS,SD,57022,M,N,65000,0.0,0,0,0,True,;Incorrect_Format,;rate,30000
Yingnan,Semmens,M,318,175-5895,NEW ORLEANS,LA,70145,S,N,80000,6.0,4500,0,0,True,;Incorrect_Format,;rate,65922
Ping,Elgaard,F,907,504-3567,HOOPER BAY,AK,99604,S,N,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,40042
Valery,Pils,M,803,794-1569,CLIFTON,SC,29324,S,N,90000,7.0,3300,0,0,True,;Incorrect_Format,;rate,147202
Jagan,Kokeny,M,605,512-6612,RENNER,SD,57055,S,N,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,98244
Masaru,Porotnikoff,F,863,723-1432,FORT LAUDERDALE,FL,33349,M,Y,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,161008
Jiaofeng,Teruel,F,478,337-9348,BLAKELY,GA,39823,S,N,80000,6.0,2700,0,0,True,;Incorrect_Format,;rate,160741
Fiona,Luchi,M,678,350-7972,JEKYLL ISLAND,GA,31527,S,Y,60000,6.0,2700,0,3000,True,;Incorrect_Format,;rate,126705
Ludger,Tidwell,M,605,177-8563,LETCHER,SD,57359,S,N,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,121779
Shinji,Boi,F,907,669-4745,KETCHIKAN,AK,99950,S,Y,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,12361
Temple,Mutzel,F,425,404-2713,SEAVIEW,WA,98644,M,N,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,26970
Mokrane,Leverett,M,360,369-9070,SEATTLE,WA,98158,M,Y,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,100036
Hongzue,Lismont,M,541,807-2970,SENECA,OR,97873,M,Y,10000,9.0,0,318,159,True,;Incorrect_Format,;rate,152433
Mukund,Haraguchi,M,773,754-4006,BONE GAP,IL,62815,M,Y,55000,3.0,0,4000,2000,True,;Incorrect_Format,;rate,70480
Channing,Poulsen,M,801,244-3745,SALT LAKE CITY,UT,84114,M,Y,20000,7.0,0,4950,2475,True,;Incorrect_Format,;rate,115530
Eleftherios,Varpaaniemi,M,662,799-8532,LAKESHORE,MS,39558,M,N,100000,5.0,0,12000,0,True,;Incorrect_Format,;rate,20120
Ushio,Brazakovic,M,360,215-7933,YACOLT,WA,98675,M,N,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,153673
Brock,Kreutzer,F,307,390-4381,SHELL,WY,82441,M,Y,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,149246
Garrel,Giovanetti,M,775,937-3200,HENDERSON,NV,89015,M,N,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,135202
Xianging,Sivarajan,F,801,515-4579,MOUNTAIN HOME,UT,84051,S,N,20000,7.0,2475,0,0,True,;Incorrect_Format,;rate,154930
Ericka,Knowles,F,731,458-9932,PIGEON FORGE,TN,37868,M,N,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,156829
Syunichiro,Cippico,M,435,656-7181,MANILA,UT,84046,M,Y,10000,7.0,0,4950,2475,True,;Incorrect_Format,;rate,54756
Inderjeet,Kajimoto,F,251,165-5614,PERDUE HILL,AL,36470,M,Y,55000,5.0,0,3000,300,True,;Incorrect_Format,;rate,79821
Guoqiang,Smotherman,M,772,402-8549,UMATILLA,FL,32784,S,N,65000,0.0,0,0,0,True,;Incorrect_Format,;rate,158092
Galia,Bhavnani,M,605,271-1009,FAITH,SD,57626,M,Y,80000,0.0,0,0,0,True,;Incorrect_Format,;rate,90686
Martti,Ayani,M,605,398-4879,SIOUX FALLS,SD,57103,S,N,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,19835
Diethelm,Dubernard,F,503,401-9280,TIDEWATER,OR,97390,S,N,70000,9.0,159,0,0,True,;Incorrect_Format,;rate,189530
Kazuhisa,Nepomnjashchaja,F,775,344-2876,LAS VEGAS,NV,89162,S,N,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,87534
Chengyu,Schick,M,662,714-9257,KOSCIUSKO,MS,39090,M,N,65000,5.0,0,12000,0,True,;Incorrect_Format,;rate,100306
Manuk,Meuss,F,605,875-5492,BISON,SD,57620,S,Y,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,78110
Evgenija,Borovoy,F,870,211-1295,BELLA VISTA,AR,72714,S,N,100000,7.0,20,0,0,True,;Incorrect_Format,;rate,111960
Zhaogang,Haasis,M,601,873-5710,NOXAPATER,MS,39346,M,N,95000,5.0,0,12000,0,True,;Incorrect_Format,;rate,152825
Linus,Goke,F,864,414-4606,CLEMSON,SC,29633,M,N,100000,7.0,0,6600,0,True,;Incorrect_Format,;rate,62153
Egon,Wasano,F,605,588-2501,SAINT LAWRENCE,SD,57373,S,N,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,11737
Eyas,Rathsack,M,360,562-9422,LA CONNER,WA,98257,S,N,10000,0.0,0,0,0,True,;Incorrect_Format,;rate,27515
Dane,Rehg,M,662,763-1714,CRENSHAW,MS,38621,S,N,85000,5.0,6000,0,0,True,;Incorrect_Format,;rate,194135
Saleem,Fleckenstein,M,386,874-5435,SAINT CLOUD,FL,34772,M,N,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,52977
Xianging,Schiefer,F,541,334-2366,YONCALLA,OR,97499,S,Y,75000,9.0,159,0,159,True,;Incorrect_Format,;rate,130703
Makato,Cosica,F,605,261-2449,DEADWOOD,SD,57732,S,N,50000,0.0,0,0,0,True,;Incorrect_Format,;rate,146312
Carron,Wijesekera,F,228,888-6946,WALLS,MS,38680,M,N,15000,5.0,0,12000,0,True,;Incorrect_Format,;rate,126345
Edisanter,Pinotti,M,971,796-8021,TALENT,OR,97540,M,Y,100000,9.0,0,318,159,True,;Incorrect_Format,;rate,22710
Bhaskaran,Jimbo,F,479,776-4668,FORT SMITH,AR,72902,S,Y,60000,7.0,20,0,20,True,;Incorrect_Format,;rate,76257
Yoko,Stefani,M,907,723-4682,SHUNGNAK,AK,99773,S,Y,85000,0.0,0,0,0,True,;Incorrect_Format,;rate,172404
Nael,Trudel,F,775,317-6518,SPARKS,NV,89441,M,Y,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,135821
Ting,Bednarek,M,202,183-8507,WASHINGTON,DC,20522,S,N,95000,9.0,1370,0,0,True,;Incorrect_Format,;rate,81741
Linglan,Karunaratna,F,281,618-7266,LAWN,TX,79530,S,N,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,107707
Joscha,Tadokoro,F,253,474-6295,ACME,WA,98220,S,Y,50000,0.0,0,0,0,True,;Incorrect_Format,;rate,84882
Munehiko,Daun,M,843,636-6553,FLORENCE,SC,29506,M,Y,35000,7.0,0,6600,3300,True,;Incorrect_Format,;rate,96633
Linus,Taillibert,F,816,533-6771,HARRIS,MO,64645,S,N,50000,6.0,2100,0,0,True,;Incorrect_Format,;rate,52118
Yan,Karnin,M,509,870-6151,UNIONTOWN,WA,99179,S,N,65000,0.0,0,0,0,True,;Incorrect_Format,;rate,193513
Phobe,Debregeas,F,253,313-5185,MARLIN,WA,98832,M,Y,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,184528
Raya,Nadin,F,541,301-4407,CANBY,OR,97013,M,N,85000,9.0,0,318,0,True,;Incorrect_Format,;rate,111343
Nese,McCandless,M,907,296-5145,JUNEAU,AK,99801,S,Y,65000,0.0,0,0,0,True,;Incorrect_Format,;rate,163648
Masud,Orgass,F,228,176-6352,OXFORD,MS,38655,S,N,85000,5.0,6000,0,0,True,;Incorrect_Format,;rate,101812
Shaye,English,F,605,139-5588,ELKTON,SD,57026,M,N,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,175103
