f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp,pk
Dinah,Rullman,M,847,279-4694,RICHTON PARK,IL,60471,M,Y,80000,3.0,0,4000,2000,8918
Melanie,Rubio,F,423,832-2987,TRADE,TN,37691,M,N,70000,0.0,0,0,0,8919
Xue,Galiana,M,605,651-6843,SIOUX FALLS,SD,57110,M,Y,95000,0.0,0,0,0,8924
Hirosi,Tani,F,907,689-3817,TANACROSS,AK,99776,S,N,65000,0.0,0,0,0,8969
Soenke,Shrager,F,907,596-9029,WILLOW,AK,99688,M,Y,40000,0.0,0,0,0,8990
Mack,Ehrenberger,M,217,777-7237,ARMSTRONG,IL,61812,M,N,45000,3.0,0,4000,0,9123
Padhraic,Brundage,M,202,983-2926,WASHINGTON,DC,20041,M,Y,75000,9.0,0,2740,1370,9228
Gwangyong,Busenberg,M,901,688-1897,HAMPTON,TN,37658,M,N,20000,0.0,0,0,0,9231
Yasemin,Hilliard,M,435,700-5387,LINDON,UT,84042,M,N,25000,7.0,0,4950,0,9242
Simin,Tchernykh,M,931,231-2852,TELFORD,TN,37690,M,N,60000,0.0,0,0,0,9291
Katarina,Covnot,F,307,242-6898,AUBURN,WY,83111,M,N,95000,0.0,0,0,0,9348
Felisa,Welker,F,202,295-9465,WASHINGTON,DC,20414,S,Y,50000,9.0,1370,0,1370,9351
Shirley,Hepner,F,847,392-2882,CRESTON,IL,60113,S,N,10000,3.0,2000,0,0,9373
Gila,Irland,M,417,393-5196,JEFFERSON CITY,MO,65101,S,N,25000,6.0,2100,0,0,9396
Osten,Flessner,M,605,957-4213,IPSWICH,SD,57451,M,N,45000,0.0,0,0,0,9484
Katsuhiko,Diekert,F,605,964-5977,WAKONDA,SD,57073,S,N,20000,0.0,0,0,0,9515
Iqbal,Ruger,M,630,967-7909,CHICAGO,IL,60637,S,N,60000,3.0,2000,0,0,9526
Ruce,Marwedel,M,941,531-3619,FORT LAUDERDALE,FL,33313,S,N,80000,0.0,0,0,0,9693
Roger,Gilon,M,801,135-4578,SARATOGA SPRINGS,UT,84045,M,N,75000,7.0,0,4950,0,9707
Hatsukazu,Gornas,F,435,367-4799,HURRICANE,UT,84737,S,Y,90000,7.0,2475,0,2475,9713
Hidehisa,Junnemann,M,678,200-9257,ATHENS,GA,30612,M,Y,15000,6.0,0,5400,3000,9733
Leandros,Gutta,M,307,250-5890,BUFORD,WY,82052,S,N,35000,0.0,0,0,0,9756
Tanya,Rela,F,830,705-8174,LAREDO,TX,78041,M,Y,75000,0.0,0,0,0,9768
Masayo,Griwodz,M,907,267-5954,ALAKANUK,AK,99554,S,N,50000,0.0,0,0,0,9781
Mar,Amaldi,M,775,813-8512,LOVELOCK,NV,89419,M,N,95000,0.0,0,0,0,9845
Camelia,Hinnebusch,M,907,928-4343,PILOT POINT,AK,99649,S,N,5000,0.0,0,0,0,9867
Ken'ichi,Halper,M,205,347-3937,MONTGOMERY,AL,36113,M,Y,25000,5.0,0,3000,300,9924
Eckhart,Vorobyov,F,804,965-3486,STERLING,VA,20165,S,Y,65000,5.75,900,0,900,9976
Henrik,Kesavan,F,207,718-4772,NEW PORTLAND,ME,4954,S,N,40000,8.5,2850,0,0,10153
Chihping,Gonzalez,F,225,602-3357,PERRY,LA,70575,S,Y,35000,6.0,4500,0,1000,10190
Evgenia,Ladret,M,907,836-9297,POINT BAKER,AK,99927,M,N,50000,0.0,0,0,0,10198
Krzyszfof,Vincente,F,509,850-3074,LYNDEN,WA,98264,M,N,95000,0.0,0,0,0,10206
M'Lissa,Lugli,M,225,241-8761,NEW ORLEANS,LA,70187,M,Y,95000,6.0,0,9000,1000,10347
Lory,Kochs,M,769,141-5027,JACKSON,MS,39210,M,Y,80000,5.0,0,12000,1500,10353
Miki,Raum,M,401,518-1788,MIDDLETOWN,RI,2842,S,Y,20000,0.0,0,0,0,10393
Guoping,Goot,F,813,271-4064,BOYNTON BEACH,FL,33473,M,N,80000,0.0,0,0,0,10439
Dirceu,Sidhu,M,605,219-4214,TEA,SD,57064,M,Y,60000,0.0,0,0,0,10510
Walid,Szpakowicz,M,432,544-6216,ENNIS,TX,75120,M,N,5000,0.0,0,0,0,10521
Abdelhakim,Pilouk,F,501,306-6068,WILMAR,AR,71675,S,N,60000,7.0,20,0,0,10568
Shekar,Grbic,F,708,394-2323,RAPIDS CITY,IL,61278,S,N,80000,3.0,2000,0,0,10638
Belen,Kees,F,907,439-6705,TOGIAK,AK,99678,S,N,50000,0.0,0,0,0,10691
Yanqiang,Forgy,F,503,359-2340,CONDON,OR,97823,M,Y,55000,9.0,0,318,159,10716
Franca,Kalefeld,F,318,996-3512,NEW ORLEANS,LA,70148,M,Y,65000,6.0,0,9000,1000,10750
Sathiamoorthy,Goot,M,615,234-7277,GLADEVILLE,TN,37071,M,N,100000,0.0,0,0,0,10789
Weiyi,Kadobayashi,F,307,641-4766,RIVERTON,WY,82501,M,N,60000,0.0,0,0,0,10901
Rudolf,Urponen,F,662,323-2497,SANDHILL,MS,39161,M,Y,55000,5.0,0,12000,1500,10912
Carrel,Lappalainen,F,541,938-6901,MARCOLA,OR,97454,S,N,10000,9.0,159,0,0,10946
Hantak,Lease,F,229,208-7049,DAISY,GA,30423,S,Y,35000,6.0,2700,0,3000,10959
Anantha,Zumbusch,M,678,405-8120,VILLA RICA,GA,30180,S,N,50000,6.0,2700,0,0,10982
Kilin,Qiwen,M,847,629-3879,TAYLORVILLE,IL,62568,S,N,20000,3.0,2000,0,0,11024
Jangsu,Crames,M,702,830-1471,HAWTHORNE,NV,89415,M,Y,40000,0.0,0,0,0,11043
Masoud,Lucks,M,417,184-1871,SAINT LOUIS,MO,63101,M,Y,80000,6.0,0,4200,1200,11048
Horatiu,Rios,F,206,746-7341,JOYCE,WA,98343,M,N,75000,0.0,0,0,0,11096
Koujuch,Niblack,M,801,849-7570,ROCKVILLE,UT,84763,M,N,45000,7.0,0,4950,0,11123
Atanas,Kohlhase,M,859,464-2926,FREDONIA,KY,42411,S,Y,100000,6.0,20,0,20,11269
Huifen,Stamm,M,503,424-2076,BRIGHTWOOD,OR,97011,M,Y,85000,9.0,0,318,159,11278
Nicolaas,Vetland,F,865,894-1248,KNOXVILLE,TN,37915,S,N,10000,0.0,0,0,0,11289
Morris,Tautenhahn,M,864,762-3677,FAIRFOREST,SC,29336,S,N,55000,7.0,3300,0,0,11357
Bruce,Valenzano,F,859,504-5076,YOSEMITE,KY,42566,M,N,95000,6.0,0,40,0,11451
Collin,Midelfart,F,605,397-4317,ALLEN,SD,57714,M,N,85000,0.0,0,0,0,11461
Kjartan,Dass,M,307,823-1394,YELLOWSTONE NATIONAL PARK,WY,82190,M,Y,5000,0.0,0,0,0,11477
Kotesh,Ranum,M,870,140-1223,IDA,AR,72546,S,Y,30000,7.0,20,0,20,11504
Leonardo,Printista,M,304,618-7388,GERRARDSTOWN,WV,25420,M,Y,5000,3.0,0,4000,2000,11517
Christina,Watson,M,229,325-9902,REGISTER,GA,30452,M,Y,45000,6.0,0,5400,3000,11518
Tsvetan,Postley,F,225,174-8025,JAMESTOWN,LA,71045,S,Y,60000,6.0,4500,0,1000,11536
Ponnarasu,Sandin,F,907,999-5116,DELTA JUNCTION,AK,99737,M,Y,40000,0.0,0,0,0,11549
Nataraj,Leban,M,870,146-5662,NORTH LITTLE ROCK,AR,72116,S,Y,55000,7.0,20,0,20,11616
Asher,Dessi,M,803,644-1468,CENTRAL,SC,29630,M,N,25000,7.0,0,6600,0,11658
Dushyanth,Collins,F,307,374-9519,DIAMONDVILLE,WY,83116,M,N,20000,0.0,0,0,0,11697
Chirag,Takagi,M,210,459-1280,HARLINGEN,TX,78551,M,Y,50000,0.0,0,0,0,11717
Selwyn,Nierstrasz,M,830,722-7224,BEASLEY,TX,77417,S,Y,40000,0.0,0,0,0,11722
Mayuri,Marletta,F,601,976-9060,LONG BEACH,MS,39560,M,N,45000,5.0,0,12000,0,11723
Egon,Wasano,F,605,588-2501,SAINT LAWRENCE,SD,57373,S,N,95000,0.0,0,0,0,11737
Slobodan,Heckmann,F,803,294-5076,JOANNA,SC,29351,M,N,80000,7.0,0,6600,0,11749
Phillip,Pradelles,M,702,873-3728,LAS VEGAS,NV,89147,S,N,30000,0.0,0,0,0,11754
Geof,Anastasakis,F,404,358-2100,WAYCROSS,GA,31503,M,Y,45000,6.0,0,5400,3000,11826
Dmitri,Kuroshev,M,228,459-4932,TISHOMINGO,MS,38873,S,Y,60000,5.0,6000,0,1500,11892
Flaminia,Meriem,F,605,885-6221,STICKNEY,SD,57375,S,N,65000,0.0,0,0,0,11896
Dugki,Noordermeer,F,601,727-5087,GREENWOOD SPRINGS,MS,38848,M,N,60000,5.0,0,12000,0,11903
Yihua,Schapire,F,775,346-8905,DUCKWATER,NV,89314,S,N,20000,0.0,0,0,0,11915
Valentina,Nekvinda,M,870,941-8163,TIMBO,AR,72680,M,N,100000,7.0,0,40,0,11930
Sathis,Abeln,M,605,371-7808,FREDERICK,SD,57441,M,Y,65000,0.0,0,0,0,11936
Laila,Schapire,M,404,114-1161,BUFORD,GA,30515,S,Y,65000,6.0,2700,0,3000,11980
Serenella,Brookman,F,256,251-7797,WADLEY,AL,36276,M,N,55000,5.0,0,3000,0,12087
Gregory,Messabih,M,843,763-1425,FLORENCE,SC,29504,M,N,50000,7.0,0,6600,0,12099
Yusuke,Crossley,M,469,849-7609,CENTER,TX,75935,M,N,75000,0.0,0,0,0,12171
Amokrane,Erdi,M,314,893-4471,SOUTH WEST CITY,MO,64863,S,N,55000,6.0,2100,0,0,12260
Belli,Eby,F,907,479-2224,ANGOON,AK,99820,S,N,55000,0.0,0,0,0,12282
Tatsurou,Denti,F,801,646-4442,ESCALANTE,UT,84726,M,Y,60000,7.0,0,4950,2475,12346
Shinji,Boi,F,907,669-4745,KETCHIKAN,AK,99950,S,Y,90000,0.0,0,0,0,12361
Chinmoy,Fouks,F,775,289-2154,LAS VEGAS,NV,89108,S,N,85000,0.0,0,0,0,12391
Berthold,Guyton,M,870,494-7415,EL PASO,AR,72045,M,Y,75000,7.0,0,40,20,12478
Takahito,Krabbel,F,206,823-4783,MOHLER,WA,99154,M,N,35000,0.0,0,0,0,12483
Shair,Grams,M,229,804-2936,AUGUSTA,GA,30903,S,Y,55000,6.0,2700,0,3000,12515
Shrinivas,Nerjes,F,307,777-4422,JAY EM,WY,82219,S,N,20000,0.0,0,0,0,12521
Plamena,Castellanos,F,254,944-4277,EL PASO,TX,88566,M,Y,100000,0.0,0,0,0,12559
Ingrid,Backus,M,606,680-4011,VINCENT,KY,41386,S,N,100000,6.0,20,0,0,12566
Sachiko,Poor,M,435,359-8284,SALT LAKE CITY,UT,84143,M,Y,80000,7.0,0,4950,2475,12657
Krystyna,Cocchi,M,971,424-3997,SUBLIMITY,OR,97385,M,N,25000,9.0,0,318,0,12757
Teri,Roetter,F,843,692-2836,CHARLESTON,SC,29406,S,N,60000,7.0,3300,0,0,12766
Petru,Pearce,F,907,736-5674,MEYERS CHUCK,AK,99903,S,N,80000,0.0,0,0,0,12806
Anestis,Papsdorf,M,435,438-3087,BRIAN HEAD,UT,84719,S,N,80000,7.0,2475,0,0,12811
Catuscia,Rasanen,M,907,182-2826,ALEKNAGIK,AK,99555,S,N,40000,0.0,0,0,0,12846
Kunsoo,Midorikawa,F,202,899-3725,WASHINGTON,DC,20554,S,Y,75000,9.0,1370,0,1370,12943
Jiro,Zschoche,M,702,100-1112,LAS VEGAS,NV,89152,S,Y,95000,0.0,0,0,0,13035
Servaas,Delgrande,M,425,714-5908,SEATTLE,WA,98124,M,Y,75000,0.0,0,0,0,13043
Darwyn,Balboni,M,307,861-4167,GREYBULL,WY,82426,S,N,25000,0.0,0,0,0,13095
Pavan,Schiff,M,702,894-4589,LAS VEGAS,NV,89118,M,N,50000,0.0,0,0,0,13135
Ady,Sommen,F,254,816-3128,PLANO,TX,75025,M,Y,15000,0.0,0,0,0,13141
Rabab,Camurati,M,912,945-8172,HAWKINSVILLE,GA,31036,S,Y,30000,6.0,2700,0,3000,13196
Gun,Graber,M,605,688-8338,WORTHING,SD,57077,M,N,75000,0.0,0,0,0,13277
Jaron,Sindoni,F,775,688-9114,WEST WENDOVER,NV,89883,M,N,90000,0.0,0,0,0,13293
Zhiyuan,Klevans,F,409,638-7156,BELLEVUE,TX,76228,S,Y,30000,0.0,0,0,0,13297
Phalguni,Yezerski,M,702,765-5645,HAWTHORNE,NV,89415,M,Y,95000,0.0,0,0,0,13362
Insup,Belleghem,F,479,221-6566,COTTON PLANT,AR,72036,M,N,85000,7.0,0,40,0,13383
Akikazu,Snyers,F,352,422-4066,HOLIDAY,FL,34692,S,N,25000,0.0,0,0,0,13391
Joshua,Wasano,M,769,980-4275,JAYESS,MS,39641,M,N,40000,5.0,0,12000,0,13441
Kajal,Gelosh,F,731,705-4544,JACKSBORO,TN,37757,M,Y,5000,0.0,0,0,0,13449
IJsbrand,Itajima,M,660,426-2559,PILOT KNOB,MO,63663,S,Y,35000,6.0,2100,0,1200,13497
Hock,Buehler,F,847,104-3808,OGDEN,IL,61859,M,N,50000,3.0,0,4000,0,13541
Wenhui,Lepape,M,843,726-8710,HOLLYWOOD,SC,29449,S,Y,85000,7.0,3300,0,3300,13560
Gilbert,Lipinski,M,205,875-7028,BIRMINGHAM,AL,35207,S,N,100000,5.0,1500,0,0,13621
Piero,Koskiala,F,863,201-9367,GEORGETOWN,FL,32139,S,N,25000,0.0,0,0,0,13624
Fabrizio,Kamiyama,F,386,628-1661,MIAMI,FL,33173,S,Y,45000,0.0,0,0,0,13650
Ammar,Viallet,F,573,783-4692,CHAMOIS,MO,65024,M,N,70000,6.0,0,4200,0,13679
Jesse,Aho,F,425,357-2858,BRINNON,WA,98320,M,N,10000,0.0,0,0,0,13703
Yik,Creveuil,F,239,113-4369,SARASOTA,FL,34277,M,N,15000,0.0,0,0,0,13719
Pedro,Mahalingam,M,605,199-4008,BROOKINGS,SD,57006,M,N,40000,0.0,0,0,0,13761
Brad,Rimmek,F,912,279-2414,ATLANTA,GA,30386,M,N,75000,6.0,0,5400,0,13782
Haklin,Pascual,F,307,786-5493,HILLSDALE,WY,82060,S,Y,40000,0.0,0,0,0,13810
Efthymios,Kobara,F,702,999-4329,CARSON CITY,NV,89712,M,Y,65000,0.0,0,0,0,13811
Xiang,Ortmann,F,541,722-6800,ECHO,OR,97826,M,N,25000,9.0,0,318,0,13818
Liba,Pavlova,M,479,629-3142,PARAGOULD,AR,72451,S,Y,85000,7.0,20,0,20,13833
Sakti,Simula,M,503,464-4754,NORTH PLAINS,OR,97133,S,N,20000,9.0,159,0,0,13856
Karlhorst,Lagarias,M,702,382-3351,OWYHEE,NV,89832,S,N,100000,0.0,0,0,0,13860
Sahar,Philipson,M,423,389-9395,NASHVILLE,TN,37245,M,N,65000,0.0,0,0,0,13897
Kioumars,Vellino,F,435,142-3120,OGDEN,UT,84404,S,N,5000,7.0,2475,0,0,13978
Jamaludin,Wallenborn,F,954,945-5172,FORT MYERS,FL,33913,M,N,50000,0.0,0,0,0,14054
Jermy,Milne,F,314,495-7240,CHESTERFIELD,MO,63005,S,Y,95000,6.0,2100,0,1200,14111
Jane,Jueneman,F,251,526-9809,FACKLER,AL,35746,S,N,15000,5.0,1500,0,0,14161
Mino,Katz,F,425,467-8278,SAMMAMISH,WA,98075,M,N,45000,0.0,0,0,0,14298
Felipe,Lugannani,M,971,235-7855,BANKS,OR,97106,M,Y,80000,9.0,0,318,159,14351
Andrea,Balsters,F,228,106-9782,POPLARVILLE,MS,39470,S,N,90000,5.0,6000,0,0,14353
Chris,Rivierre,M,813,249-5316,LOCHLOOSA,FL,32662,S,N,20000,0.0,0,0,0,14382
Mickey,Peot,M,435,862-1228,MODENA,UT,84753,M,Y,60000,7.0,0,4950,2475,14386
Hairong,Sahidar,F,775,914-7811,LAS VEGAS,NV,89170,M,Y,65000,0.0,0,0,0,14417
Jinhua,Mungall,M,202,657-6751,WASHINGTON,DC,20469,S,Y,95000,9.0,1370,0,1370,14431
Minshine,Schefe,F,202,745-1065,WASHINGTON,DC,20073,M,Y,35000,9.0,0,2740,1370,14446
Tanji,Cochran,M,772,427-5390,ISLAND GROVE,FL,32654,M,Y,45000,0.0,0,0,0,14537
Ming,Koponen,F,770,689-9424,TYRONE,GA,30290,M,N,85000,6.0,0,5400,0,14573
Sujatha,Hoffner,F,253,558-9800,SEATTLE,WA,98199,S,N,25000,0.0,0,0,0,14644
Neal,Ozery,M,815,708-7186,HUNTSVILLE,IL,62344,M,N,80000,3.0,0,4000,0,14650
Dekang,Torquati,F,706,254-2359,SCREVEN,GA,31560,M,N,55000,6.0,0,5400,0,14672
Laure,Calderbank,M,541,704-9720,PORT ORFORD,OR,97465,S,Y,55000,9.0,159,0,159,14673
Aarti,Coggins,M,605,836-6030,CENTERVILLE,SD,57014,M,N,40000,0.0,0,0,0,14715
Zhang,Boydens,M,503,342-4993,PORTLAND,OR,97292,S,N,75000,9.0,159,0,0,14722
Asa,Rauscher,M,605,633-8023,MC LAUGHLIN,SD,57642,S,Y,25000,0.0,0,0,0,14799
Joacheim,Press,F,816,249-2433,STOTTS CITY,MO,65756,M,Y,80000,6.0,0,4200,1200,15011
Krystyna,Bandat,M,573,145-3136,KINGSVILLE,MO,64061,S,Y,25000,6.0,2100,0,1200,15035
Anh,Cherinka,M,254,119-9936,JOHNSON CITY,TX,78636,M,Y,80000,0.0,0,0,0,15041
Berni,Kacprzyk,M,253,610-2998,ODESSA,WA,99159,M,N,20000,0.0,0,0,0,15062
Zuzana,Mitter,F,512,503-6513,BALCH SPRINGS,TX,75180,M,N,35000,0.0,0,0,0,15082
Nobuyoshi,Cattrall,M,307,667-6143,DANIEL,WY,83115,M,N,75000,0.0,0,0,0,15083
Karni,Canto,F,801,387-3996,COALVILLE,UT,84017,M,N,45000,7.0,0,4950,0,15084
Kanupriya,Friedland,F,907,436-3510,NIKOLAI,AK,99691,M,N,75000,0.0,0,0,0,15137
Mihir,Krikis,M,775,564-6191,LAS VEGAS,NV,89144,S,Y,60000,0.0,0,0,0,15174
Gene,Badache,F,202,963-5677,WASHINGTON,DC,20370,S,Y,80000,9.0,1370,0,1370,15217
Cecylia,Koshors,F,209,328-9766,SAN FRANCISCO,CA,94112,M,Y,5000,1.0,0,174,272,15264
Mar,Parris,M,907,736-7862,KONGIGANAK,AK,99545,S,Y,100000,0.0,0,0,0,15278
Costantine,Gargeya,M,801,500-2472,HINCKLEY,UT,84635,S,N,100000,7.0,2475,0,0,15293
Yahong,Goldsby,F,904,731-4473,CARRABELLE,FL,32322,S,N,15000,0.0,0,0,0,15304
Ganapathy,Opatrny,M,615,700-3086,MEMPHIS,TN,38120,M,N,90000,0.0,0,0,0,15346
Anwar,Trosch,F,601,992-5126,CONEHATTA,MS,39057,M,N,70000,5.0,0,12000,0,15374
Manjunath,Nerima,F,386,599-6975,RIVERVIEW,FL,33569,S,Y,90000,0.0,0,0,0,15418
Songjie,Vaghani,M,229,825-6132,THOMASVILLE,GA,31799,S,N,35000,6.0,2700,0,0,15428
Adnan,Lingard,F,931,911-3052,NASHVILLE,TN,37214,M,Y,75000,0.0,0,0,0,15472
Evanthia,Copas,M,956,772-9372,TYLER,TX,75703,S,Y,85000,0.0,0,0,0,15522
Clinton,Rosenblum,M,541,881-2469,DUNDEE,OR,97115,S,N,15000,9.0,159,0,0,15533
Dushyanth,Nassif,F,769,254-6909,VANCE,MS,38964,M,Y,25000,5.0,0,12000,1500,15548
Vijay,Wind,F,270,726-3579,GIRDLER,KY,40943,M,N,85000,6.0,0,40,0,15549
Hidefumi,Flatebo,F,786,842-8571,LONGWOOD,FL,32752,M,N,25000,0.0,0,0,0,15553
Mujdat,Mizutani,M,907,744-4656,CRAIG,AK,99921,S,N,25000,0.0,0,0,0,15555
Willm,Kading,M,864,897-8628,BEAUFORT,SC,29906,S,N,65000,7.0,3300,0,0,15572
Asmus,Sinolakis,M,870,447-4483,MAUMELLE,AR,72113,M,Y,75000,7.0,0,40,20,15588
Heeju,Balard,M,309,561-3925,MATTESON,IL,60443,S,Y,80000,3.0,2000,0,2000,15635
Love,Alberts,M,307,240-4845,CARPENTER,WY,82054,S,Y,20000,0.0,0,0,0,15654
Hisashi,Wouk,M,818,659-7005,MOUNT HAMILTON,CA,95140,M,Y,5000,1.0,0,174,272,15695
Thula,Aygun,F,425,190-5886,TACOMA,WA,98492,S,Y,55000,0.0,0,0,0,15711
Muriel,Nabil,F,309,871-7846,SAINT JACOB,IL,62281,M,Y,35000,3.0,0,4000,2000,15736
Leslie,Serna,F,618,362-1738,HINCKLEY,IL,60520,M,Y,90000,3.0,0,4000,2000,15780
Dulcineia,Ravasio,F,228,229-4604,SONTAG,MS,39665,M,Y,10000,5.0,0,12000,1500,15797
Marius,Kalloufi,M,605,637-1025,WENTWORTH,SD,57075,M,N,90000,0.0,0,0,0,15847
Chongkye,Ogurol,F,407,755-5831,TAMPA,FL,33680,S,Y,90000,0.0,0,0,0,15978
Galt,Mezei,M,971,588-5082,TANGENT,OR,97389,S,Y,95000,9.0,159,0,159,16010
Elpida,Oehlmann,F,907,951-6221,WASILLA,AK,99629,S,N,70000,0.0,0,0,0,16013
Souvik,Krolokowski,M,304,556-3146,BECKLEY,WV,25926,S,N,5000,3.0,2000,0,0,16031
Sixto,Christmansson,M,775,117-3828,BLUE DIAMOND,NV,89004,S,N,65000,0.0,0,0,0,16056
Elvinia,Dear,F,435,408-9310,SALT LAKE CITY,UT,84113,S,N,25000,7.0,2475,0,0,16060
Pranay,Koldinger,M,425,383-6281,OUTLOOK,WA,98938,M,N,10000,0.0,0,0,0,16102
Jernej,Guenter,M,307,131-1405,CASPER,WY,82602,M,Y,90000,0.0,0,0,0,16105
Bojana,Cosby,M,702,724-9398,HENDERSON,NV,89052,M,Y,70000,0.0,0,0,0,16192
Ilija,Lapkowski,M,708,684-8961,MERNA,IL,61758,S,Y,15000,3.0,2000,0,2000,16290
Erick,Bandoh,M,907,146-2551,FAIRBANKS,AK,99701,S,Y,55000,0.0,0,0,0,16339
Arjun,Szulman,M,769,226-7648,WASHINGTON,MS,39190,S,N,30000,5.0,6000,0,0,16371
Ryoji,Vitiello,M,907,155-1301,GOODNEWS BAY,AK,99589,S,N,70000,0.0,0,0,0,16406
Irek,Pols,M,541,240-3077,CLACKAMAS,OR,97015,M,N,75000,9.0,0,318,0,16440
Simin,Coy,M,202,947-9800,WASHINGTON NAVY YARD,DC,20376,M,N,70000,9.0,0,2740,0,16483
Veda,Wegenkittl,F,702,307-6864,OROVADA,NV,89425,M,Y,100000,0.0,0,0,0,16487
Guoxiang,Guernic,F,843,250-4709,WHITMIRE,SC,29178,M,Y,15000,7.0,0,6600,3300,16536
Brahm,Kabra,M,971,835-8128,FORT ROCK,OR,97735,S,Y,55000,9.0,159,0,159,16549
Eamon,Chesneaux,M,816,676-1118,WESTON,MO,64098,S,Y,80000,6.0,2100,0,1200,16580
Giacinto,Szablak,M,706,425-7505,ROBERTA,GA,31078,M,N,55000,6.0,0,5400,0,16592
Murugappan,Simmen,M,309,226-2596,CONCORD,IL,62631,S,N,70000,3.0,2000,0,0,16610
Hoda,Kajihara,M,727,450-1973,SAINT PETERSBURG,FL,33740,S,Y,40000,0.0,0,0,0,16618
Arding,Janousek,M,907,837-5336,YAKUTAT,AK,99689,S,N,5000,0.0,0,0,0,16662
Leucio,Farrel,M,202,433-9709,WASHINGTON,DC,20036,M,Y,40000,9.0,0,2740,1370,16703
Gianluigi,Dumas,M,662,747-1897,HOLLY BLUFF,MS,39088,M,Y,50000,5.0,0,12000,1500,16799
Somenath,Fussichen,M,229,707-2354,GILLSVILLE,GA,30543,M,N,40000,6.0,0,5400,0,16802
Jens,Stockus,M,907,248-8989,MEYERS CHUCK,AK,99903,M,N,50000,0.0,0,0,0,16809
Balachander,Bodik,F,601,243-9823,DREW,MS,38737,S,Y,15000,5.0,6000,0,1500,16829
Kokichi,Rozen,M,503,258-5459,BEND,OR,97708,S,N,45000,9.0,159,0,0,16869
Marla,Bernardeschi,M,305,876-4343,POMONA PARK,FL,32181,M,Y,70000,0.0,0,0,0,16881
German,Puppe,M,435,339-9342,DEWEYVILLE,UT,84309,S,N,5000,7.0,2475,0,0,16966
Nico,Loiselle,M,337,506-8759,COLUMBIA,LA,71418,M,N,80000,6.0,0,9000,0,16976
Fridolin,Rajaraman,M,423,766-8057,CROSS PLAINS,TN,37049,M,N,45000,0.0,0,0,0,17014
Keld,Taubenfeld,F,772,820-2629,MIAMI BEACH,FL,33140,S,Y,85000,0.0,0,0,0,17047
Mitsuho,Varvel,M,731,684-9145,FINGER,TN,38334,S,N,20000,0.0,0,0,0,17109
Piriya,Philips,F,229,307-3072,BELLVILLE,GA,30414,M,N,40000,6.0,0,5400,0,17124
Miguel,Furegati,M,708,675-7912,CHATSWORTH,IL,60921,M,Y,80000,3.0,0,4000,2000,17130
Danilo,Kantorowitz,M,202,793-3496,WASHINGTON,DC,20579,M,Y,80000,9.0,0,2740,1370,17132
Noela,L'Excellent,M,360,951-2738,SEATTLE,WA,98144,M,Y,40000,0.0,0,0,0,17139
Terri,Aha,F,305,783-9901,ALTAMONTE SPRINGS,FL,32701,M,N,85000,0.0,0,0,0,17203
Chiranjit,Nastea,M,843,240-4979,RUFFIN,SC,29475,M,N,75000,7.0,0,6600,0,17258
Mirco,Leathers,F,435,301-8900,SALT LAKE CITY,UT,84116,M,Y,65000,7.0,0,4950,2475,17275
Umakanta,Lieshout,M,870,379-9334,LOUANN,AR,71751,S,Y,80000,7.0,20,0,20,17302
Qingyuam,Heiser,M,225,183-8915,MORA,LA,71455,M,N,5000,2.0,0,9000,0,17347
Kayo,Knottenbelt,F,605,267-8189,LEMMON,SD,57638,S,Y,50000,0.0,0,0,0,17399
Yunming,Decleir,F,971,972-2801,HALSEY,OR,97348,S,N,35000,9.0,159,0,0,17413
Tunhow,Hallman,M,769,518-7265,ROSE HILL,MS,39356,S,N,10000,5.0,6000,0,0,17479
Mikiko,Blanquart,F,251,271-1781,CALVERT,AL,36513,M,Y,35000,5.0,0,3000,300,17482
Schy,Ghenassia,F,865,787-4523,FARNER,TN,37333,S,N,45000,0.0,0,0,0,17504
Shahid,Viele,M,606,971-9175,GUSTON,KY,40142,S,Y,95000,6.0,20,0,20,17520
Tarik,Raczkowsky,F,775,448-9688,BATTLE MOUNTAIN,NV,89820,S,Y,5000,0.0,0,0,0,17523
Chihping,Boguraev,F,775,130-2929,WELLS,NV,89835,M,N,70000,0.0,0,0,0,17569
Barrett,Dou,M,202,719-8845,WASHINGTON,DC,20044,M,Y,65000,9.0,0,2740,1370,17570
Cyr,Senouci,F,417,905-9593,CAPE FAIR,MO,65624,S,Y,15000,6.0,2100,0,1200,17578
Peing,Bitter,M,251,848-9280,BIRMINGHAM,AL,35295,S,Y,85000,5.0,1500,0,300,17614
Fabienne,Osteen,F,702,480-2555,NORTH LAS VEGAS,NV,89084,S,N,55000,0.0,0,0,0,17627
Ellis,Narasimhan,F,769,707-8141,BILOXI,MS,39534,M,N,55000,5.0,0,12000,0,17641
Shervin,Brodley,F,843,694-1177,LOWNDESVILLE,SC,29659,M,Y,75000,7.0,0,6600,3300,17678
Yinlin,Hirzinger,M,843,530-8210,SIMPSONVILLE,SC,29681,S,Y,45000,7.0,3300,0,3300,17700
Jobst,Alippi,F,662,708-8111,WALLS,MS,38686,M,N,45000,5.0,0,12000,0,17718
Tetra,Price,M,423,173-1662,SPENCER,TN,38585,S,N,15000,0.0,0,0,0,17762
Krishnamurthy,Hemmerling,F,337,808-1312,MADISONVILLE,LA,70447,S,Y,90000,6.0,4500,0,1000,17772
